Date,Time,Day,Station,Min_Delay,Line
2023-04-04T00:00:00Z,20:13:00,Tuesday,BLOOR STATION,6,YU
2023-04-04T00:00:00Z,20:35:00,Tuesday,ST CLAIR WEST STATION,8,YU
2023-04-04T00:00:00Z,20:55:00,Tuesday,ST CLAIR WEST STATION,7,YU
2023-04-04T00:00:00Z,08:06:00,Tuesday,SHEPPARD-YONGE STATION,7,SHP
2023-04-04T00:00:00Z,17:01:00,Tuesday,LESLIE STATION,12,SHP
2023-04-05T00:00:00Z,05:55:00,Wednesday,FINCH STATION,3,YU
2023-04-05T00:00:00Z,13:00:00,Wednesday,MCCOWAN STATION,5,SRT
2023-04-05T00:00:00Z,06:40:00,Wednesday,FINCH WEST STATION,3,YU
2023-04-05T00:00:00Z,07:13:00,Wednesday,RUNNYMEDE STATION,3,BD
2023-04-05T00:00:00Z,07:33:00,Wednesday,OSSINGTON STATION,11,BD
2023-04-05T00:00:00Z,08:43:00,Wednesday,DUFFERIN STATION,134,BD
2023-04-05T00:00:00Z,08:43:00,Wednesday,VAUGHAN MC STATION,5,YU
2023-04-05T00:00:00Z,09:55:00,Wednesday,OSSINGTON STATION,5,BD
2023-04-05T00:00:00Z,10:06:00,Wednesday,PAPE STATION,4,BD
2023-04-05T00:00:00Z,10:08:00,Wednesday,BLOOR STATION,3,YU
2023-04-05T00:00:00Z,10:59:00,Wednesday,NORTH YORK CTR STATION,5,YU
2023-04-05T00:00:00Z,11:11:00,Wednesday,YORK MILLS STATION,4,YU
2023-04-05T00:00:00Z,11:55:00,Wednesday,QUEEN STATION,3,YU
2023-04-05T00:00:00Z,12:38:00,Wednesday,YONGE BD STATION,26,BD
2023-04-05T00:00:00Z,13:30:00,Wednesday,OSGOODE STATION,15,YU
2023-04-05T00:00:00Z,14:03:00,Wednesday,WILSON STATION,3,YU
2023-04-05T00:00:00Z,15:12:00,Wednesday,YORK MILLS STATION,10,YU
2023-04-05T00:00:00Z,15:27:00,Wednesday,KIPLING STATION,3,BD
2023-04-05T00:00:00Z,15:46:00,Wednesday,YONGE BD STATION,6,BD
2023-04-05T00:00:00Z,17:16:00,Wednesday,VAUGHAN MC STATION,5,YU
2023-04-05T00:00:00Z,17:19:00,Wednesday,NORTH YORK CTR STATION,137,YU
2023-04-05T00:00:00Z,17:43:00,Wednesday,MAIN STREET STATION,7,BD
2023-04-05T00:00:00Z,17:57:00,Wednesday,KEELE STATION,5,BD
2023-04-05T00:00:00Z,18:36:00,Wednesday,YORKDALE STATION,13,YU
2023-04-05T00:00:00Z,19:01:00,Wednesday,WELLESLEY STATION,3,YU
2023-04-05T00:00:00Z,19:45:00,Wednesday,SHEPPARD STATION,36,YU
2023-04-05T00:00:00Z,21:40:00,Wednesday,WELLESLEY STATION,10,YU
2023-04-05T00:00:00Z,22:00:00,Wednesday,MAIN STREET STATION,4,YU
2023-04-05T00:00:00Z,22:37:00,Wednesday,MUSEUM STATION,8,YU
2023-04-05T00:00:00Z,23:18:00,Wednesday,OSGOODE STATION,5,YU
2023-04-05T00:00:00Z,00:25:00,Wednesday,JANE STATION,5,BD
2023-04-05T00:00:00Z,01:03:00,Wednesday,SPADINA YUS STATION,9,BD
2023-04-05T00:00:00Z,19:33:00,Wednesday,BAYVIEW STATION,39,SHP
2023-04-06T00:00:00Z,09:57:00,Thursday,ELLESMERE STATION,13,SRT
2023-04-06T00:00:00Z,05:39:00,Thursday,YORK MILLS STATION,8,YU
2023-04-06T00:00:00Z,06:25:00,Thursday,QUEEN STATION,5,YU
2023-04-06T00:00:00Z,08:17:00,Thursday,LAWRENCE WEST STATION,5,YU
2023-04-06T00:00:00Z,08:34:00,Thursday,CHESTER STATION,3,BD
2023-04-06T00:00:00Z,09:50:00,Thursday,DONLANDS STATION,6,BD
2023-04-06T00:00:00Z,10:02:00,Thursday,PAPE STATION,16,BD
2023-04-06T00:00:00Z,11:21:00,Thursday,DAVISVILLE STATION,8,YU
2023-04-06T00:00:00Z,11:37:00,Thursday,VICTORIA PARK STATION,7,BD
2023-04-06T00:00:00Z,11:54:00,Thursday,KENNEDY BD STATION,4,BD
2023-04-06T00:00:00Z,16:30:00,Thursday,EGLINTON STATION,3,YU
2023-04-06T00:00:00Z,16:56:00,Thursday,KIPLING STATION,3,BD
2023-04-06T00:00:00Z,17:02:00,Thursday,LAWRENCE STATION,3,YU
2023-04-06T00:00:00Z,17:35:00,Thursday,QUEEN'S PARK STATION,4,YU
2023-04-06T00:00:00Z,17:44:00,Thursday,SHEPPARD STATION,4,YU
2023-04-06T00:00:00Z,18:03:00,Thursday,DAVISVILLE STATION,7,YU
2023-04-06T00:00:00Z,20:06:00,Thursday,KENNEDY BD STATION,5,BD
2023-04-06T00:00:00Z,20:23:00,Thursday,DUNDAS WEST STATION,8,BD
2023-04-06T00:00:00Z,20:31:00,Thursday,ST GEORGE STAION - LE,9,BD
2023-04-06T00:00:00Z,20:47:00,Thursday,VICTORIA PARK STATION,25,BD
2023-04-06T00:00:00Z,21:09:00,Thursday,WARDEN STATION,27,BD
2023-04-06T00:00:00Z,21:41:00,Thursday,SUMMERHILL STATION,10,YU
2023-04-06T00:00:00Z,22:25:00,Thursday,EGLINTON STATION,3,YU
2023-04-06T00:00:00Z,22:34:00,Thursday,ST PATRICK STATION,17,YU
2023-04-06T00:00:00Z,23:58:00,Thursday,DON MILLS STATION,6,SHP
2023-04-07T00:00:00Z,02:25:00,Friday,VAUGHAN MC STATION,13,YU
2023-04-07T00:00:00Z,05:50:00,Friday,KEELE STATION,5,BD
2023-04-07T00:00:00Z,06:10:00,Friday,GREENWOOD STATION,5,BD
2023-04-07T00:00:00Z,06:34:00,Friday,WILSON STATION,8,YU
2023-04-07T00:00:00Z,07:19:00,Friday,KIPLING STATION,13,BD
2023-04-07T00:00:00Z,07:47:00,Friday,ST GEORGE BD STATION,12,BD
2023-04-07T00:00:00Z,08:44:00,Friday,KIPLING STATION,5,BD
2023-04-07T00:00:00Z,09:46:00,Friday,WARDEN STATION,8,BD
2023-04-07T00:00:00Z,09:54:00,Friday,SHERBOURNE STATION,4,BD
2023-04-07T00:00:00Z,10:27:00,Friday,FINCH STATION,3,YU
2023-04-07T00:00:00Z,10:51:00,Friday,DUFFERIN STATION,10,BD
2023-04-07T00:00:00Z,11:12:00,Friday,WILSON STATION,4,YU
2023-04-07T00:00:00Z,11:58:00,Friday,BLOOR STATION,3,YU
2023-04-07T00:00:00Z,12:24:00,Friday,SPADINA BD STATION,5,BD
2023-04-07T00:00:00Z,12:33:00,Friday,FINCH STATION,3,YU
2023-04-07T00:00:00Z,13:43:00,Friday,VICTORIA PARK STATION,5,BD
2023-04-07T00:00:00Z,13:52:00,Friday,FINCH STATION,3,YU
2023-04-07T00:00:00Z,14:44:00,Friday,WELLESLEY STATION,16,YU
2023-04-07T00:00:00Z,17:24:00,Friday,WARDEN STATION,3,BD
2023-04-07T00:00:00Z,20:11:00,Friday,KIPLING STATION,5,BD
2023-04-07T00:00:00Z,20:16:00,Friday,KIPLING STATION,5,BD
2023-04-07T00:00:00Z,00:34:00,Friday,ROYAL YORK STATION,3,BD
2023-04-08T00:00:00Z,06:53:00,Saturday,MCCOWAN STATION,9,SRT
2023-04-08T00:00:00Z,05:31:00,Saturday,KEELE STATION,6,BD
2023-04-08T00:00:00Z,05:38:00,Saturday,ST PATRICK STATION,4,YU
2023-04-08T00:00:00Z,05:43:00,Saturday,KEELE YARD,46,BD
2023-04-08T00:00:00Z,06:10:00,Saturday,WELLESLEY STATION,26,YU
2023-04-08T00:00:00Z,06:12:00,Saturday,WELLESLEY STATION,36,YU
2023-04-08T00:00:00Z,07:21:00,Saturday,NORTH YORK CTR STATION,8,YU
2023-04-08T00:00:00Z,08:15:00,Saturday,SHEPPARD STATION,7,YU
2023-04-08T00:00:00Z,08:43:00,Saturday,SHEPPARD STATION,7,YU
2023-04-08T00:00:00Z,09:52:00,Saturday,VAUGHAN MC STATION,6,YU
2023-04-08T00:00:00Z,11:12:00,Saturday,YORK MILLS STATION,7,YU
2023-04-08T00:00:00Z,11:21:00,Saturday,LAWRENCE STATION,4,YU
2023-04-08T00:00:00Z,11:22:00,Saturday,YORK MILLS STATION,7,YU
2023-04-08T00:00:00Z,14:36:00,Saturday,BLOOR STATION,3,YU
2023-04-08T00:00:00Z,15:12:00,Saturday,ST CLAIR WEST STATION,3,YU
2023-04-08T00:00:00Z,17:54:00,Saturday,BLOOR STATION,3,YU
2023-04-08T00:00:00Z,18:15:00,Saturday,OSGOODE STATION,5,YU
2023-04-08T00:00:00Z,20:01:00,Saturday,DUPONT STATION,5,YU
2023-04-08T00:00:00Z,21:24:00,Saturday,SHEPPARD WEST STATION,3,YU
2023-04-08T00:00:00Z,22:53:00,Saturday,KENNEDY BD STATION,3,BD
2023-04-08T00:00:00Z,23:07:00,Saturday,KENNEDY BD STATION,6,BD
2023-04-08T00:00:00Z,23:44:00,Saturday,COLLEGE STATION,3,YU
2023-04-08T00:00:00Z,00:15:00,Saturday,VICTORIA PARK STATION,9,BD
2023-04-08T00:00:00Z,00:50:00,Saturday,SPADINA BD STATION,3,BD
2023-04-08T00:00:00Z,01:06:00,Saturday,LANSDOWNE STATION,15,BD
2023-04-08T00:00:00Z,01:26:00,Saturday,BLOOR STATION,5,YU
2023-04-08T00:00:00Z,01:30:00,Saturday,BLOOR STATION,5,YU
2023-04-08T00:00:00Z,05:45:00,Saturday,DON MILLS STATION,3,SHP
2023-04-08T00:00:00Z,05:47:00,Saturday,BESSARION STATION,10,SHP
2023-04-09T00:00:00Z,07:22:00,Sunday,FINCH STATION,6,YU
2023-04-09T00:00:00Z,08:13:00,Sunday,MCCOWAN STATION,7,SRT
2023-04-09T00:00:00Z,08:55:00,Sunday,KENNEDY SRT STATION,9,SRT
2023-04-09T00:00:00Z,08:14:00,Sunday,KIPLING STATION,4,BD
2023-04-09T00:00:00Z,13:36:00,Sunday,KENNEDY SRT STATION,4,SRT
2023-04-09T00:00:00Z,18:15:00,Sunday,KENNEDY SRT STATION,4,SRT
2023-04-09T00:00:00Z,10:31:00,Sunday,MAIN STREET STATION,4,BD
2023-04-09T00:00:00Z,00:19:00,Sunday,MCCOWAN STATION,6,SRT
2023-04-09T00:00:00Z,12:27:00,Sunday,FINCH STATION,4,YU
2023-04-09T00:00:00Z,13:22:00,Sunday,FINCH STATION,4,YU
2023-04-09T00:00:00Z,20:22:00,Sunday,WILSON STATION,3,YU
2023-04-09T00:00:00Z,21:24:00,Sunday,BROADVIEW STATION,10,BD
2023-04-09T00:00:00Z,00:25:00,Sunday,WARDEN STATION,9,BD
2023-04-09T00:00:00Z,00:29:00,Sunday,NORTH YORK CTR STATION,4,YU
2023-04-09T00:00:00Z,00:08:00,Sunday,SHEPPARD-YONGE STATION,3,SHP
2023-04-09T00:00:00Z,01:04:00,Sunday,BAYVIEW STATION,7,SHP
2023-04-10T00:00:00Z,05:42:00,Monday,KEELE STATION,3,BD
2023-04-10T00:00:00Z,05:43:00,Monday,OSSINGTON STATION,15,BD
2023-04-10T00:00:00Z,10:37:00,Monday,YORKDALE STATION,4,YU
2023-04-10T00:00:00Z,11:47:00,Monday,ST CLAIR WEST STATION,5,YU
2023-04-10T00:00:00Z,11:49:00,Monday,SPADINA BD STATION,3,BD
2023-04-10T00:00:00Z,12:30:00,Monday,KIPLING STATION,4,BD
2023-04-10T00:00:00Z,14:08:00,Monday,KIPLING STATION,16,BD
2023-04-10T00:00:00Z,14:12:00,Monday,OLD MILL STATION,14,BD
2023-04-10T00:00:00Z,15:15:00,Monday,COXWELL STATION,12,BD
2023-04-10T00:00:00Z,15:47:00,Monday,DUNDAS WEST STATION,3,BD
2023-04-10T00:00:00Z,16:28:00,Monday,KEELE STATION,3,BD
2023-04-10T00:00:00Z,17:59:00,Monday,OSGOODE STATION,14,YU
2023-04-10T00:00:00Z,18:35:00,Monday,LAWRENCE WEST STATION,4,YU
2023-04-10T00:00:00Z,19:09:00,Monday,YONGE BD STATION,3,BD
2023-04-10T00:00:00Z,19:57:00,Monday,OSGOODE STATION,3,YU
2023-04-10T00:00:00Z,21:31:00,Monday,KENNEDY BD STATION,3,BD
2023-04-10T00:00:00Z,05:47:00,Monday,LESLIE STATION,7,SHP
2023-04-10T00:00:00Z,23:33:00,Monday,SHEPPARD-YONGE STATION,6,SHP
2023-04-11T00:00:00Z,05:37:00,Tuesday,YORK MILLS STATION,12,YU
2023-04-11T00:00:00Z,06:24:00,Tuesday,ST CLAIR WEST STATION,3,YU
2023-04-11T00:00:00Z,06:28:00,Tuesday,WOODBINE STATION,9,BD
2023-04-11T00:00:00Z,08:47:00,Tuesday,KING STATION,6,YU
2023-04-11T00:00:00Z,08:57:00,Tuesday,UNION STATION TO ST AN,5,YU
2023-04-11T00:00:00Z,08:58:00,Tuesday,PAPE STATION,6,BD
2023-04-11T00:00:00Z,10:20:00,Tuesday,COLLEGE STATION,4,YU
2023-04-11T00:00:00Z,12:12:00,Tuesday,YORKDALE STATION,3,YU
2023-04-11T00:00:00Z,12:34:00,Tuesday,WELLESLEY STATION,4,YU
2023-04-11T00:00:00Z,13:20:00,Tuesday,DUPONT STATION,3,YU
2023-04-11T00:00:00Z,13:39:00,Tuesday,DUPONT STATION,3,YU
2023-04-11T00:00:00Z,14:03:00,Tuesday,GREENWOOD STATION,12,BD
2023-04-11T00:00:00Z,15:08:00,Tuesday,FINCH STATION,3,YU
2023-04-11T00:00:00Z,16:08:00,Tuesday,BAY STATION,8,BD
2023-04-11T00:00:00Z,16:21:00,Tuesday,KIPLING STATION,3,BD
2023-04-11T00:00:00Z,16:33:00,Tuesday,SPADINA BD STATION,3,BD
2023-04-11T00:00:00Z,17:03:00,Tuesday,WILSON STATION,9,YU
2023-04-11T00:00:00Z,18:27:00,Tuesday,ST CLAIR WEST STATION,4,YU
2023-04-11T00:00:00Z,19:56:00,Tuesday,BLOOR STATION,4,YU
2023-04-11T00:00:00Z,21:44:00,Tuesday,ST CLAIR STATION,7,YU
2023-04-11T00:00:00Z,22:21:00,Tuesday,DUNDAS STATION,8,YU
2023-04-11T00:00:00Z,22:55:00,Tuesday,BLOOR DANFORTH LINE,8,BD LINE 2
2023-04-11T00:00:00Z,23:55:00,Tuesday,ROSEDALE STATION,14,YU
2023-04-12T00:00:00Z,05:38:00,Wednesday,EGLINTON STATION,7,YU
2023-04-12T00:00:00Z,15:19:00,Wednesday,KENNEDY SRT STATION,14,SRT
2023-04-12T00:00:00Z,20:29:00,Wednesday,KENNEDY SRT STATION,5,SRT
2023-04-12T00:00:00Z,08:48:00,Wednesday,KIPLING STATION,3,BD
2023-04-12T00:00:00Z,10:54:00,Wednesday,YORK MILLS STATION,3,YU
2023-04-12T00:00:00Z,14:31:00,Wednesday,DAVISVILLE STATION,14,YU
2023-04-12T00:00:00Z,16:23:00,Wednesday,WILSON STATION,3,YU
2023-04-12T00:00:00Z,17:35:00,Wednesday,BLOOR STATION,8,YU
2023-04-12T00:00:00Z,17:37:00,Wednesday,ROYAL YORK STATION,17,YU
2023-04-12T00:00:00Z,17:40:00,Wednesday,DUNDAS STATION,5,YU
2023-04-12T00:00:00Z,17:44:00,Wednesday,QUEEN STATION,5,YU
2023-04-12T00:00:00Z,18:05:00,Wednesday,FINCH STATION,3,YU
2023-04-12T00:00:00Z,20:59:00,Wednesday,PAPE STATION,13,BD
2023-04-12T00:00:00Z,21:53:00,Wednesday,WARDEN STATION,7,BD
2023-04-12T00:00:00Z,00:04:00,Wednesday,KIPLING STATION,15,BD
2023-04-13T00:00:00Z,10:36:00,Thursday,KENNEDY SRT STATION,5,SRT
2023-04-13T00:00:00Z,14:53:00,Thursday,KENNEDY SRT STATION,5,SRT
2023-04-13T00:00:00Z,05:38:00,Thursday,EGLINTON STATION,3,YU
2023-04-13T00:00:00Z,15:24:00,Thursday,KENNEDY SRT STATION,5,SRT
2023-04-13T00:00:00Z,05:38:00,Thursday,YORK MILLS STATION,3,YU
2023-04-13T00:00:00Z,05:45:00,Thursday,EGLINTON STATION,7,YU
2023-04-13T00:00:00Z,05:50:00,Thursday,KENNEDY BD STATION,5,BD
2023-04-13T00:00:00Z,06:34:00,Thursday,BROADVIEW STATION,7,BD
2023-04-13T00:00:00Z,06:43:00,Thursday,COXWELL STATION,5,BD
2023-04-13T00:00:00Z,07:36:00,Thursday,CASTLE FRANK STATION,4,BD
2023-04-13T00:00:00Z,08:52:00,Thursday,EGLINTON WEST STATION,8,YU
2023-04-13T00:00:00Z,09:23:00,Thursday,QUEEN'S PARK STATION,4,YU
2023-04-13T00:00:00Z,09:24:00,Thursday,ROYAL YORK STATION,7,BD
2023-04-13T00:00:00Z,09:54:00,Thursday,YONGE BD STATION,3,BD
2023-04-13T00:00:00Z,10:06:00,Thursday,PAPE STATION,4,BD
2023-04-13T00:00:00Z,10:13:00,Thursday,COXWELL STATION,3,BD
2023-04-13T00:00:00Z,10:21:00,Thursday,KENNEDY BD STATION,5,BD
2023-04-13T00:00:00Z,10:23:00,Thursday,OLD MILL STATION,11,BD
2023-04-13T00:00:00Z,10:34:00,Thursday,OSSINGTON STATION,3,BD
2023-04-13T00:00:00Z,10:53:00,Thursday,DAVISVILLE STATION,15,YU
2023-04-13T00:00:00Z,10:56:00,Thursday,VICTORIA PARK STATION,22,BD
2023-04-13T00:00:00Z,11:15:00,Thursday,MUSEUM STATION,8,YU
2023-04-13T00:00:00Z,11:26:00,Thursday,UNION STATION FROM KIN,3,YU
2023-04-13T00:00:00Z,14:21:00,Thursday,SUMMERHILL STATION,9,YU
2023-04-13T00:00:00Z,15:42:00,Thursday,DUNDAS STATION,8,YU
2023-04-13T00:00:00Z,15:53:00,Thursday,ST GEORGE YUS STATION,10,YU
2023-04-13T00:00:00Z,16:01:00,Thursday,DUNDAS STATION,3,YU
2023-04-13T00:00:00Z,17:15:00,Thursday,VICTORIA PARK STATION,6,BD
2023-04-13T00:00:00Z,18:41:00,Thursday,MAIN STREET STATION,17,BD
2023-04-13T00:00:00Z,18:46:00,Thursday,ST CLAIR WEST STATION,10,YU
2023-04-13T00:00:00Z,20:07:00,Thursday,YORK UNIVERSITY STATIO,3,YU
2023-04-13T00:00:00Z,20:59:00,Thursday,DAVISVILLE STATION,9,YU
2023-04-13T00:00:00Z,21:18:00,Thursday,DUNDAS STATION,3,YU
2023-04-13T00:00:00Z,21:24:00,Thursday,KING STATION,5,YU
2023-04-14T00:00:00Z,02:22:00,Friday,SHEPPARD WEST STATION,6,YU
2023-04-14T00:00:00Z,06:41:00,Friday,OSGOODE STATION,3,YU
2023-04-14T00:00:00Z,08:23:00,Friday,COXWELL STATION,3,BD
2023-04-14T00:00:00Z,08:37:00,Friday,BROADVIEW STATION,6,BD
2023-04-14T00:00:00Z,08:44:00,Friday,VICTORIA PARK STATION,6,BD
2023-04-14T00:00:00Z,08:48:00,Friday,HIGHWAY 407 STATION,6,YU
2023-04-14T00:00:00Z,09:52:00,Friday,ROYAL YORK STATION,5,BD
2023-04-14T00:00:00Z,11:25:00,Friday,LAWRENCE WEST STATION,5,YU
2023-04-14T00:00:00Z,13:37:00,Friday,ST GEORGE YUS STATION,3,YU
2023-04-14T00:00:00Z,15:16:00,Friday,COXWELL STATION,5,BD
2023-04-14T00:00:00Z,15:28:00,Friday,OLD MILL STATION,3,BD
2023-04-14T00:00:00Z,16:26:00,Friday,MUSEUM STATION,8,YU
2023-04-14T00:00:00Z,16:31:00,Friday,ISLINGTON STATION,3,BD
2023-04-14T00:00:00Z,16:50:00,Friday,WILSON STATION,5,YU
2023-04-14T00:00:00Z,17:06:00,Friday,WILSON STATION,24,YU
2023-04-14T00:00:00Z,17:31:00,Friday,WILSON STATION,5,YU
2023-04-14T00:00:00Z,17:46:00,Friday,COXWELL STATION,3,BD
2023-04-14T00:00:00Z,18:04:00,Friday,VICTORIA PARK STATION,23,BD
2023-04-14T00:00:00Z,18:39:00,Friday,RUNNYMEDE STATION,3,BD
2023-04-14T00:00:00Z,18:44:00,Friday,SPADINA YUS STATION,3,YU
2023-04-14T00:00:00Z,18:50:00,Friday,FINCH STATION,38,YU
2023-04-14T00:00:00Z,00:20:00,Friday,COXWELL STATION,4,BD
2023-04-14T00:00:00Z,00:41:00,Friday,OLD MILL STATION,11,BD
2023-04-14T00:00:00Z,00:58:00,Friday,QUEEN'S PARK STATION,3,YU
2023-04-14T00:00:00Z,01:07:00,Friday,BAY STATION,22,BD
2023-04-14T00:00:00Z,01:50:00,Friday,KIPLING STATION,10,YU
2023-04-14T00:00:00Z,19:44:00,Friday,LESLIE STATION,4,SHP
2023-04-15T00:00:00Z,06:20:00,Saturday,ST ANDREW STATION,20,YU
2023-04-15T00:00:00Z,07:37:00,Saturday,ST GEORGE BD STATION,4,YU
2023-04-15T00:00:00Z,09:11:00,Saturday,ST GEORGE BD STATION,6,BD
2023-04-15T00:00:00Z,17:10:00,Saturday,LAWRENCE STATION,8,YU
2023-04-15T00:00:00Z,17:37:00,Saturday,WELLESLEY STATION,6,YU
2023-04-15T00:00:00Z,19:19:00,Saturday,ST CLAIR WEST STATION,12,YU
2023-04-15T00:00:00Z,21:20:00,Saturday,BROADVIEW STATION,5,BD
2023-04-15T00:00:00Z,23:15:00,Saturday,QUEEN STATION,6,YU
2023-04-15T00:00:00Z,00:03:00,Saturday,SHEPPARD STATION,8,YU
2023-04-15T00:00:00Z,00:11:00,Saturday,YORK MILLS STATION,14,YU
2023-04-15T00:00:00Z,00:50:00,Saturday,SHERBOURNE STATION,3,BD
2023-04-15T00:00:00Z,08:53:00,Saturday,DON MILLS STATION,6,SHP
2023-04-15T00:00:00Z,01:14:00,Saturday,SHEPPARD-YONGE STATION,7,SHP
2023-04-16T00:00:00Z,08:49:00,Sunday,LAWRENCE EAST STATION,420,SRT
2023-04-16T00:00:00Z,10:05:00,Sunday,COLLEGE STATION,3,YU
2023-04-16T00:00:00Z,10:57:00,Sunday,BROADVIEW STATION,3,BD
2023-04-16T00:00:00Z,11:09:00,Sunday,FINCH STATION,5,YU
2023-04-16T00:00:00Z,12:43:00,Sunday,SHEPPARD STATION,5,YU
2023-04-16T00:00:00Z,14:45:00,Sunday,ST GEORGE BD STATION,7,BD
2023-04-16T00:00:00Z,16:55:00,Sunday,KENNEDY BD STATION,3,BD
2023-04-16T00:00:00Z,17:43:00,Sunday,QUEEN STATION,9,YU
2023-04-16T00:00:00Z,19:09:00,Sunday,SHEPPARD WEST STATION,4,YU
2023-04-16T00:00:00Z,20:07:00,Sunday,CASTLE FRANK STATION,4,BD
2023-04-16T00:00:00Z,20:31:00,Sunday,ROSEDALE STATION,7,YU
2023-04-16T00:00:00Z,20:44:00,Sunday,ROSEDALE STATION,7,YU
2023-04-16T00:00:00Z,21:59:00,Sunday,DUNDAS STATION,15,YU
2023-04-17T00:00:00Z,06:37:00,Monday,ELLESMERE STATION,4,SRT
2023-04-17T00:00:00Z,05:50:00,Monday,WILSON STATION,8,YU
2023-04-17T00:00:00Z,15:43:00,Monday,MIDLAND STATION,4,SRT
2023-04-17T00:00:00Z,06:21:00,Monday,BLOOR STATION,75,YU
2023-04-17T00:00:00Z,22:41:00,Monday,LAWRENCE EAST STATION,17,SRT
2023-04-17T00:00:00Z,06:36:00,Monday,GREENWOOD STATION,8,BD
2023-04-17T00:00:00Z,06:51:00,Monday,WARDEN STATION,4,BD
2023-04-17T00:00:00Z,07:49:00,Monday,LAWRENCE STATION,4,YU
2023-04-17T00:00:00Z,07:53:00,Monday,ST GEORGE BD STATION,3,BD
2023-04-17T00:00:00Z,08:36:00,Monday,SUMMERHILL STATION,4,YU
2023-04-17T00:00:00Z,08:39:00,Monday,KIPLING STATION,3,BD
2023-04-17T00:00:00Z,08:40:00,Monday,LANSDOWNE STATION,5,BD
2023-04-17T00:00:00Z,08:50:00,Monday,NORTH YORK CTR STATION,9,YU
2023-04-17T00:00:00Z,09:04:00,Monday,KING STATION,28,YU
2023-04-17T00:00:00Z,10:07:00,Monday,COLLEGE STATION,8,YU
2023-04-17T00:00:00Z,10:58:00,Monday,SPADINA YUS STATION,8,YU
2023-04-17T00:00:00Z,15:18:00,Monday,GLENCAIRN STATION,5,YU
2023-04-17T00:00:00Z,15:30:00,Monday,SPADINA YUS STATION,29,YU
2023-04-17T00:00:00Z,15:50:00,Monday,KIPLING STATION,3,BD
2023-04-17T00:00:00Z,16:28:00,Monday,DUNDAS STATION,13,YU
2023-04-17T00:00:00Z,16:43:00,Monday,HIGH PARK STATION,10,BD
2023-04-17T00:00:00Z,18:12:00,Monday,UNION STATION,4,BD
2023-04-17T00:00:00Z,20:37:00,Monday,KIPLING STATION,25,YU
2023-04-17T00:00:00Z,23:44:00,Monday,VAUGHAN MC STATION,12,YU
2023-04-17T00:00:00Z,23:57:00,Monday,LAWRENCE WEST STATION,5,YU
2023-04-17T00:00:00Z,00:03:00,Monday,GLENCAIRN STATION,4,YU
2023-04-18T00:00:00Z,11:08:00,Tuesday,LAWRENCE EAST STATION,10,SRT
2023-04-18T00:00:00Z,15:42:00,Tuesday,MCCOWAN STATION,7,SRT
2023-04-18T00:00:00Z,06:39:00,Tuesday,ST CLAIR STATION,3,YU
2023-04-18T00:00:00Z,18:27:00,Tuesday,MCCOWAN STATION,5,SRT
2023-04-18T00:00:00Z,08:17:00,Tuesday,ST GEORGE YUS STATION,5,YU
2023-04-18T00:00:00Z,10:02:00,Tuesday,BLOOR STATION,3,YU
2023-04-18T00:00:00Z,12:52:00,Tuesday,VICTORIA PARK STATION,3,BD
2023-04-18T00:00:00Z,15:39:00,Tuesday,QUEEN STATION,9,YU
2023-04-18T00:00:00Z,16:05:00,Tuesday,DONLANDS STATION,10,BD
2023-04-18T00:00:00Z,16:50:00,Tuesday,EGLINTON STATION,5,YU
2023-04-18T00:00:00Z,18:07:00,Tuesday,YORKDALE STATION,27,YU
2023-04-18T00:00:00Z,18:07:00,Tuesday,GREENWOOD STATION,14,BD
2023-04-18T00:00:00Z,19:48:00,Tuesday,DUNDAS STATION,5,YU
2023-04-18T00:00:00Z,20:10:00,Tuesday,DUPONT STATION,8,YU
2023-04-18T00:00:00Z,21:27:00,Tuesday,DUNDAS STATION,3,YU
2023-04-18T00:00:00Z,23:48:00,Tuesday,BLOOR STATION,5,YU
2023-04-19T00:00:00Z,06:07:00,Wednesday,MCCOWAN STATION,5,SRT
2023-04-19T00:00:00Z,06:23:00,Wednesday,MCCOWAN STATION,6,SRT
2023-04-19T00:00:00Z,06:00:00,Wednesday,EGLINTON STATION,5,YU
2023-04-19T00:00:00Z,06:29:00,Wednesday,SHEPPARD WEST STATION,6,YU
2023-04-19T00:00:00Z,07:05:00,Wednesday,BROADVIEW STATION,5,BD
2023-04-19T00:00:00Z,07:17:00,Wednesday,BLOOR STATION,3,YU
2023-04-19T00:00:00Z,07:41:00,Wednesday,ST GEORGE BD STATION,10,BD
2023-04-19T00:00:00Z,08:09:00,Wednesday,ST GEORGE BD STATION,4,BD
2023-04-19T00:00:00Z,08:29:00,Wednesday,KENNEDY BD STATION,24,BD
2023-04-19T00:00:00Z,08:52:00,Wednesday,VAUGHAN MC STATION,3,YU
2023-04-19T00:00:00Z,08:58:00,Wednesday,PIONEER VILLAGE STATIO,9,YU
2023-04-19T00:00:00Z,09:26:00,Wednesday,ROSEDALE STATION,7,YU
2023-04-19T00:00:00Z,09:34:00,Wednesday,WILSON STATION,3,YU
2023-04-19T00:00:00Z,09:58:00,Wednesday,SUMMERHILL STATION,6,YU
2023-04-19T00:00:00Z,10:06:00,Wednesday,NORTH YORK CTR STATION,5,YU
2023-04-19T00:00:00Z,10:49:00,Wednesday,EGLINTON STATION,4,YU
2023-04-19T00:00:00Z,12:47:00,Wednesday,WELLESLEY STATION,6,YU
