Date,Time,Day,Station,Min_Delay,Line
2023-01-15T00:00:00Z,11:28:00,Sunday,SPADINA YUS STATION,7,YU
2023-01-15T00:00:00Z,11:39:00,Sunday,BAY STATION,14,BD
2023-01-15T00:00:00Z,12:17:00,Sunday,SPADINA YUS STATION,9,YU
2023-01-15T00:00:00Z,15:13:00,Sunday,DOWNSVIEW PARK STATION,4,YU
2023-01-15T00:00:00Z,15:31:00,Sunday,QUEEN'S PARK STATION,4,YU
2023-01-15T00:00:00Z,16:56:00,Sunday,UNION STATION,9,YU
2023-01-15T00:00:00Z,16:56:00,Sunday,CHRISTIE STATION,4,BD
2023-01-15T00:00:00Z,17:49:00,Sunday,WELLESLEY STATION,5,YU
2023-01-15T00:00:00Z,21:37:00,Sunday,OLD MILL STATION,14,BD
2023-01-15T00:00:00Z,01:17:00,Sunday,WOODBINE STATION,11,BD
2023-01-15T00:00:00Z,17:28:00,Sunday,GLENCAIRN STATION,16,SHP
2023-01-16T00:00:00Z,06:56:00,Monday,YORKDALE STATION,4,YU
2023-01-16T00:00:00Z,07:03:00,Monday,LAWRENCE WEST STATION,3,YU
2023-01-16T00:00:00Z,08:31:00,Monday,LAWRENCE WEST STATION,4,YU
2023-01-16T00:00:00Z,10:03:00,Monday,SHEPPARD WEST STATION,3,YU
2023-01-16T00:00:00Z,11:15:00,Monday,OLD MILL STATION,3,BD
2023-01-16T00:00:00Z,11:54:00,Monday,MAIN STREET STATION,41,BD
2023-01-16T00:00:00Z,11:54:00,Monday,ROSEDALE STATION,8,YU
2023-01-16T00:00:00Z,11:57:00,Monday,MUSEUM STATION,5,YU
2023-01-16T00:00:00Z,12:57:00,Monday,MUSEUM STATION,3,YU
2023-01-16T00:00:00Z,13:00:00,Monday,HIGHWAY 407 STATION,3,YU
2023-01-16T00:00:00Z,13:02:00,Monday,ROSEDALE STATION,3,YU
2023-01-16T00:00:00Z,13:08:00,Monday,MUSEUM STATION,18,YU
2023-01-16T00:00:00Z,14:06:00,Monday,SPADINA YUS STATION,6,YU
2023-01-16T00:00:00Z,15:33:00,Monday,KENNEDY BD STATION,3,BD
2023-01-16T00:00:00Z,16:53:00,Monday,SPADINA YUS STATION,10,YU
2023-01-16T00:00:00Z,16:53:00,Monday,SPADINA BD STATION,10,BD
2023-01-16T00:00:00Z,18:24:00,Monday,COXWELL STATION,7,BD
2023-01-16T00:00:00Z,18:56:00,Monday,ST CLAIR STATION,7,YU
2023-01-16T00:00:00Z,19:49:00,Monday,EGLINTON WEST STATION,5,YU
2023-01-16T00:00:00Z,01:44:00,Monday,COXWELL STATION,12,BD
2023-01-16T00:00:00Z,14:39:00,Monday,BESSARION STATION,5,SHP
2023-01-17T00:00:00Z,07:51:00,Tuesday,VAUGHAN MC STATION,3,YU
2023-01-17T00:00:00Z,09:55:00,Tuesday,EGLINTON WEST STATION,9,YU
2023-01-17T00:00:00Z,13:50:00,Tuesday,VAUGHAN MC STATION,3,YU
2023-01-17T00:00:00Z,14:10:00,Tuesday,QUEEN'S PARK STATION,15,YU
2023-01-17T00:00:00Z,14:42:00,Tuesday,HIGHWAY 407 STATION,7,YU
2023-01-17T00:00:00Z,15:49:00,Tuesday,WILSON STATION,4,YU
2023-01-17T00:00:00Z,16:45:00,Tuesday,WILSON STATION,3,YU
2023-01-17T00:00:00Z,17:12:00,Tuesday,ST GEORGE YUS STATION,6,YU
2023-01-17T00:00:00Z,17:49:00,Tuesday,DUNDAS STATION,7,YU
2023-01-17T00:00:00Z,18:06:00,Tuesday,BATHURST STATION,9,BD
2023-01-17T00:00:00Z,18:54:00,Tuesday,WILSON STATION,9,YU
2023-01-17T00:00:00Z,19:10:00,Tuesday,QUEEN'S PARK STATION,7,YU
2023-01-17T00:00:00Z,20:31:00,Tuesday,DUNDAS STATION,19,YU
2023-01-17T00:00:00Z,22:43:00,Tuesday,SPADINA BD STATION,6,BD
2023-01-17T00:00:00Z,23:17:00,Tuesday,KIPLING STATION,4,BD
2023-01-17T00:00:00Z,23:28:00,Tuesday,LAWRENCE STATION,30,YU
2023-01-17T00:00:00Z,23:44:00,Tuesday,WELLESLEY STATION,9,YU
2023-01-18T00:00:00Z,06:45:00,Wednesday,DAVISVILLE STATION,3,YU
2023-01-18T00:00:00Z,07:20:00,Wednesday,WOODBINE STATION,3,BD
2023-01-18T00:00:00Z,12:16:00,Wednesday,ROSEDALE STATION,5,YU
2023-01-18T00:00:00Z,12:21:00,Wednesday,DUPONT STATION,3,YU
2023-01-18T00:00:00Z,12:38:00,Wednesday,WELLESLEY STATION,3,YU
2023-01-18T00:00:00Z,12:45:00,Wednesday,LAWRENCE STATION,10,YU
2023-01-18T00:00:00Z,13:42:00,Wednesday,SHEPPARD WEST STATION,3,YU
2023-01-18T00:00:00Z,14:46:00,Wednesday,COLLEGE STATION,3,YU
2023-01-18T00:00:00Z,15:46:00,Wednesday,OLD MILL STATION,15,BD
2023-01-18T00:00:00Z,19:04:00,Wednesday,ST GEORGE YUS STATION,4,YU
2023-01-18T00:00:00Z,19:17:00,Wednesday,CHESTER STATION,5,BD
2023-01-18T00:00:00Z,19:56:00,Wednesday,CHRISTIE STATION,4,BD
2023-01-18T00:00:00Z,20:01:00,Wednesday,KENNEDY BD STATION,4,BD
2023-01-18T00:00:00Z,23:01:00,Wednesday,KENNEDY BD STATION,4,BD
2023-01-18T00:00:00Z,00:13:00,Wednesday,EGLINTON STATION,16,YU
2023-01-18T00:00:00Z,00:16:00,Wednesday,VICTORIA PARK STATION,4,BD
2023-01-18T00:00:00Z,00:54:00,Wednesday,FINCH STATION,5,YU
2023-01-18T00:00:00Z,00:56:00,Wednesday,DUNDAS STATION,5,YU
2023-01-18T00:00:00Z,07:29:00,Wednesday,LESLIE STATION,8,SHP
2023-01-19T00:00:00Z,05:30:00,Thursday,YORK MILLS STATION,3,YU
2023-01-19T00:00:00Z,13:14:00,Thursday,KENNEDY SRT STATION,12,SRT
2023-01-19T00:00:00Z,06:07:00,Thursday,GREENWOOD STATION,3,BD
2023-01-19T00:00:00Z,08:34:00,Thursday,NORTH YORK CENTRE STAT,5,YU
2023-01-19T00:00:00Z,08:43:00,Thursday,SHEPPARD STATION,4,YU
2023-01-19T00:00:00Z,08:55:00,Thursday,QUEEN STATION,3,YU
2023-01-19T00:00:00Z,10:13:00,Thursday,SHEPPARD WEST STATION,4,YU
2023-01-19T00:00:00Z,11:09:00,Thursday,ST GEORGE BD STATION,3,BD
2023-01-19T00:00:00Z,13:04:00,Thursday,LAWRENCE TO YORK MILLS,18,YU
2023-01-19T00:00:00Z,13:47:00,Thursday,CHRISTIE STATION,4,BD
2023-01-19T00:00:00Z,15:51:00,Thursday,MUSEUM STATION,9,YU
2023-01-19T00:00:00Z,16:37:00,Thursday,JANE STATION,3,BD
2023-01-19T00:00:00Z,17:32:00,Thursday,YORK MILLS STATION,6,YU
2023-01-19T00:00:00Z,18:09:00,Thursday,HIGH PARK STATION,3,BD
2023-01-19T00:00:00Z,18:45:00,Thursday,OSSINGTON STATION,22,BD
2023-01-19T00:00:00Z,20:32:00,Thursday,KENNEDY BD STATION,4,BD
2023-01-19T00:00:00Z,21:39:00,Thursday,SHERBOURNE STATION,4,BD
2023-01-19T00:00:00Z,22:14:00,Thursday,VICTORIA PARK STATION,4,BD
2023-01-19T00:00:00Z,23:06:00,Thursday,HIGH PARK STATION,8,BD
2023-01-19T00:00:00Z,23:50:00,Thursday,FINCH STATION,4,YU
2023-01-19T00:00:00Z,00:59:00,Thursday,GREENWOOD WYE,4,BD
2023-01-20T00:00:00Z,06:35:00,Friday,HIGHWAY 407 STATION,5,YU
2023-01-20T00:00:00Z,06:39:00,Friday,WILSON STATION,3,YU
2023-01-20T00:00:00Z,09:13:00,Friday,BLOOR STATION,5,YU
2023-01-20T00:00:00Z,11:37:00,Friday,DUFFERIN STATION,3,BD
2023-01-20T00:00:00Z,12:24:00,Friday,YONGE BD STATION,9,BD
2023-01-20T00:00:00Z,12:33:00,Friday,ROSEDALE STATION,9,YU
2023-01-20T00:00:00Z,13:12:00,Friday,VICTORIA PARK STATION,3,BD
2023-01-20T00:00:00Z,13:55:00,Friday,DUNDAS WEST STATION,3,BD
2023-01-20T00:00:00Z,14:26:00,Friday,SHEPPARD WEST STATION,16,YU
2023-01-20T00:00:00Z,15:53:00,Friday,KIPLING STATION,3,BD
2023-01-20T00:00:00Z,15:56:00,Friday,WARDEN STATION,6,BD
2023-01-20T00:00:00Z,18:19:00,Friday,BAY STATION,3,BD
2023-01-20T00:00:00Z,19:23:00,Friday,JANE STATION,4,BD
2023-01-20T00:00:00Z,20:00:00,Friday,PIONEER VILLAGE STATIO,19,YU
2023-01-20T00:00:00Z,21:20:00,Friday,WOODBINE STATION,13,BD
2023-01-20T00:00:00Z,23:33:00,Friday,SHEPPARD WEST STATION,5,YU
2023-01-20T00:00:00Z,00:11:00,Friday,BLOOR STATION,5,YU
2023-01-20T00:00:00Z,00:27:00,Friday,KENNEDY BD STATION,4,BD
2023-01-20T00:00:00Z,14:52:00,Friday,BAYVIEW STATION,5,SHP
2023-01-21T00:00:00Z,11:36:00,Saturday,MCCOWAN STATION,6,SRT
2023-01-21T00:00:00Z,06:38:00,Saturday,NORTH YORK CTR STATION,4,YU
2023-01-21T00:00:00Z,12:37:00,Saturday,MCCOWAN STATION,6,SRT
2023-01-21T00:00:00Z,06:44:00,Saturday,SHEPPARD STATION,6,YU
2023-01-21T00:00:00Z,20:03:00,Saturday,MCCOWAN STATION,8,SRT
2023-01-21T00:00:00Z,07:17:00,Saturday,BROADVIEW STATION,3,BD
2023-01-21T00:00:00Z,23:18:00,Saturday,SCARBOROUGH CTR STATIO,4,SRT
2023-01-21T00:00:00Z,08:39:00,Saturday,BROADVIEW STATION,4,BD
2023-01-21T00:00:00Z,09:01:00,Saturday,LAWRENCE WEST STATION,3,YU
2023-01-21T00:00:00Z,12:12:00,Saturday,UNION STATION TO ST AN,4,YU
2023-01-21T00:00:00Z,14:37:00,Saturday,ST ANDREW STATION,177,YU
2023-01-21T00:00:00Z,15:26:00,Saturday,DUFFERIN STATION,15,BD
2023-01-21T00:00:00Z,15:31:00,Saturday,ST CLAIR STATION,4,YU
2023-01-21T00:00:00Z,16:39:00,Saturday,UNION STATION,179,YU
2023-01-21T00:00:00Z,17:31:00,Saturday,COXWELL STATION,5,BD
2023-01-21T00:00:00Z,18:22:00,Saturday,HIGH PARK STATION,3,BD
2023-01-21T00:00:00Z,18:37:00,Saturday,CHESTER STATION,4,BD
2023-01-21T00:00:00Z,18:59:00,Saturday,LANSDOWNE STATION,7,BD
2023-01-21T00:00:00Z,21:42:00,Saturday,ST CLAIR STATION,6,YU
2023-01-21T00:00:00Z,22:22:00,Saturday,WILSON STATION,55,YU
2023-01-21T00:00:00Z,00:02:00,Saturday,ROSEDALE STATION,6,YU
2023-01-21T00:00:00Z,20:48:00,Saturday,SHEPPARD-YONGE STATION,6,SHP
2023-01-21T00:00:00Z,22:43:00,Saturday,LESLIE STATION,10,SHP
2023-01-22T00:00:00Z,08:04:00,Sunday,KEELE STATION,5,BD
2023-01-22T00:00:00Z,08:19:00,Sunday,KENNEDY BD STATION,3,BD
2023-01-22T00:00:00Z,08:59:00,Sunday,BLOOR STATION,6,YU
2023-01-22T00:00:00Z,12:56:00,Sunday,WOODBINE STATION,14,BD
2023-01-22T00:00:00Z,12:59:00,Sunday,DAVISVILLE STATION,3,YU
2023-01-22T00:00:00Z,15:00:00,Sunday,EGLINTON STATION,5,YU
2023-01-22T00:00:00Z,15:22:00,Sunday,PAPE STATION,9,BD
2023-01-22T00:00:00Z,16:03:00,Sunday,SHERBOURNE STATION,3,BD
2023-01-22T00:00:00Z,16:28:00,Sunday,COLLEGE STATION,22,YU
2023-01-22T00:00:00Z,17:00:00,Sunday,DUNDAS WEST STATION,4,BD
2023-01-22T00:00:00Z,17:39:00,Sunday,PAPE STATION,139,BD
2023-01-22T00:00:00Z,18:06:00,Sunday,WILSON STATION,3,YU
2023-01-22T00:00:00Z,19:49:00,Sunday,EGLINTON STATION,6,YU
2023-01-22T00:00:00Z,21:26:00,Sunday,ST PATRICK STATION,22,YU
2023-01-22T00:00:00Z,22:30:00,Sunday,KIPLING STATION,5,BD
2023-01-22T00:00:00Z,23:55:00,Sunday,ST GEORGE BD STATION,9,BD
2023-01-22T00:00:00Z,00:11:00,Sunday,PAPE STATION,6,BD
2023-01-22T00:00:00Z,00:39:00,Sunday,KENNEDY BD STATION,6,BD
2023-01-22T00:00:00Z,00:54:00,Sunday,DOWNSVIEW PARK STATION,5,YU
2023-01-22T00:00:00Z,01:11:00,Sunday,WILSON STATION,3,YU
2023-01-23T00:00:00Z,15:55:00,Monday,LAWRENCE EAST STATION,3,SRT
2023-01-23T00:00:00Z,23:58:00,Monday,LAWRENCE EAST STATION,28,SRT
2023-01-23T00:00:00Z,05:59:00,Monday,KEELE STATION,4,BD
2023-01-23T00:00:00Z,07:05:00,Monday,JANE STATION,3,BD
2023-01-23T00:00:00Z,07:55:00,Monday,COLLEGE STATION,5,YU
2023-01-23T00:00:00Z,11:11:00,Monday,DUNDAS STATION,3,YU
2023-01-23T00:00:00Z,11:26:00,Monday,OLD MILL STATION,8,BD
2023-01-23T00:00:00Z,12:50:00,Monday,BATHURST STATION,9,BD
2023-01-23T00:00:00Z,13:08:00,Monday,ST GEORGE BD STATION,18,BD
2023-01-23T00:00:00Z,13:31:00,Monday,OSSINGTON STATION,8,BD
2023-01-23T00:00:00Z,13:49:00,Monday,EGLINTON STATION,4,YU
2023-01-23T00:00:00Z,14:07:00,Monday,COXWELL STATION,4,BD
2023-01-23T00:00:00Z,14:29:00,Monday,COXWELL STATION,3,BD
2023-01-23T00:00:00Z,16:05:00,Monday,ST CLAIR STATION,6,YU
2023-01-23T00:00:00Z,16:15:00,Monday,RUNNYMEDE STATION,9,BD
2023-01-23T00:00:00Z,16:25:00,Monday,ST ANDREW STATION,5,YU
2023-01-23T00:00:00Z,16:33:00,Monday,YONGE BD STATION,5,BD
2023-01-23T00:00:00Z,17:20:00,Monday,RUNNYMEDE STATION,3,BD
2023-01-23T00:00:00Z,19:42:00,Monday,OSGOODE STATION,5,YU
2023-01-23T00:00:00Z,21:46:00,Monday,VAUGHAN MC STATION,6,YU
2023-01-23T00:00:00Z,21:57:00,Monday,YORK UNIVERSITY STATIO,3,YU
2023-01-23T00:00:00Z,22:28:00,Monday,ST CLAIR STATION,4,YU
2023-01-23T00:00:00Z,23:33:00,Monday,DAVISVILLE STATION,4,YU
2023-01-23T00:00:00Z,23:41:00,Monday,QUEEN STATION,4,YU
2023-01-23T00:00:00Z,00:32:00,Monday,VICTORIA PARK STATION,23,BD
2023-01-23T00:00:00Z,01:28:00,Monday,LANSDOWNE STATION,15,BD
2023-01-23T00:00:00Z,01:40:00,Monday,SPADINA YUS STATION,20,YU
2023-01-24T00:00:00Z,15:40:00,Tuesday,KENNEDY SRT STATION,10,SRT
2023-01-24T00:00:00Z,06:02:00,Tuesday,YORK MILLS STATION,3,YU
2023-01-24T00:00:00Z,06:19:00,Tuesday,COXWELL STATION,3,BD
2023-01-24T00:00:00Z,06:26:00,Tuesday,VAUGHAN MC STATION,4,YU
2023-01-24T00:00:00Z,06:36:00,Tuesday,HIGHWAY 407 STATION,3,YU
2023-01-24T00:00:00Z,07:06:00,Tuesday,YORK MILLS STATION,4,YU
2023-01-24T00:00:00Z,07:34:00,Tuesday,DAVISVILLE STATION,4,YU
2023-01-24T00:00:00Z,07:56:00,Tuesday,WILSON STATION,3,YU
2023-01-24T00:00:00Z,08:48:00,Tuesday,UNION STATION,3,YU
2023-01-24T00:00:00Z,10:20:00,Tuesday,DAVISVILLE STATION,3,YU
2023-01-24T00:00:00Z,13:42:00,Tuesday,COXWELL STATION,4,BD
2023-01-24T00:00:00Z,14:06:00,Tuesday,SHERBOURNE STATION,11,BD
2023-01-24T00:00:00Z,14:35:00,Tuesday,OSGOODE STATION,3,YU
2023-01-24T00:00:00Z,14:44:00,Tuesday,COLLEGE STATION,5,YU
2023-01-24T00:00:00Z,16:07:00,Tuesday,KIPLING STATION,3,BD
2023-01-24T00:00:00Z,18:02:00,Tuesday,DUPONT STATION,3,YU
2023-01-24T00:00:00Z,18:33:00,Tuesday,LANSDOWNE STATION,16,BD
2023-01-24T00:00:00Z,18:51:00,Tuesday,WARDEN STATION,9,BD
2023-01-24T00:00:00Z,19:06:00,Tuesday,HIGH PARK STATION,4,BD
2023-01-24T00:00:00Z,19:19:00,Tuesday,BATHURST STATION,6,BD
2023-01-24T00:00:00Z,19:34:00,Tuesday,ST PATRICK STATION,5,YU
2023-01-24T00:00:00Z,19:52:00,Tuesday,DUNDAS STATION,6,YU
2023-01-24T00:00:00Z,20:26:00,Tuesday,KENNEDY BD STATION,4,BD
2023-01-24T00:00:00Z,20:57:00,Tuesday,VICTORIA PARK STATION,3,BD
2023-01-24T00:00:00Z,21:06:00,Tuesday,GREENWOOD STATION,3,BD
2023-01-24T00:00:00Z,22:16:00,Tuesday,YORKDALE STATION,18,YU
2023-01-24T00:00:00Z,22:29:00,Tuesday,SUMMERHILL STATION,10,YU
2023-01-24T00:00:00Z,23:09:00,Tuesday,ISLINGTON STATION,6,BD
2023-01-24T00:00:00Z,00:37:00,Tuesday,KEELE STATION,6,BD
2023-01-25T00:00:00Z,02:18:00,Wednesday,WARDEN STATION,28,BD
2023-01-25T00:00:00Z,05:50:00,Wednesday,WOODBINE STATION,5,BD
2023-01-25T00:00:00Z,06:19:00,Wednesday,EGLINTON STATION,4,YU
2023-01-25T00:00:00Z,06:23:00,Wednesday,GREENWOOD STATION,3,BD
2023-01-25T00:00:00Z,06:45:00,Wednesday,DUNDAS STATION,7,YU
2023-01-25T00:00:00Z,07:22:00,Wednesday,COLLEGE STATION,4,YU
2023-01-25T00:00:00Z,07:45:00,Wednesday,CASTLE FRANK STATION,7,BD
2023-01-25T00:00:00Z,08:36:00,Wednesday,WILSON STATION,2,YU
2023-01-25T00:00:00Z,08:48:00,Wednesday,PAPE STATION,5,BD
2023-01-25T00:00:00Z,09:03:00,Wednesday,VICTORIA PARK STATION,3,BD
2023-01-25T00:00:00Z,14:41:00,Wednesday,LANSDOWNE STATION,134,BD
2023-01-25T00:00:00Z,15:02:00,Wednesday,KEELE STATION,3,BD
2023-01-25T00:00:00Z,15:06:00,Wednesday,FINCH STATION,4,YU
2023-01-25T00:00:00Z,15:35:00,Wednesday,OLD MILL STATION,3,BD
2023-01-25T00:00:00Z,15:48:00,Wednesday,DAVISVILLE STATION,3,YU
2023-01-25T00:00:00Z,16:21:00,Wednesday,CHRISTIE STATION,6,BD
2023-01-25T00:00:00Z,18:23:00,Wednesday,MAIN STREET STATION,3,BD
2023-01-25T00:00:00Z,18:37:00,Wednesday,KING STATION,3,YU
2023-01-25T00:00:00Z,18:45:00,Wednesday,SPADINA YUS STATION,5,YU
2023-01-25T00:00:00Z,21:59:00,Wednesday,SUMMERHILL STATION,6,YU
2023-01-25T00:00:00Z,22:57:00,Wednesday,ST CLAIR WEST STATION,6,YU
2023-01-25T00:00:00Z,00:28:00,Wednesday,ROSEDALE STATION,5,YU
2023-01-25T00:00:00Z,00:46:00,Wednesday,YORK MILLS STATION,5,YU
2023-01-25T00:00:00Z,15:09:00,Wednesday,DON MILLS STATION,15,SHP
2023-01-25T00:00:00Z,22:57:00,Wednesday,SHEPPARD-YONGE STATION,3,SHP
2023-01-26T00:00:00Z,05:45:00,Thursday,MCCOWAN STATION,18,SRT
2023-01-26T00:00:00Z,10:19:00,Thursday,LAWRENCE EAST STATION,3,SRT
2023-01-26T00:00:00Z,05:42:00,Thursday,KEELE STATION,8,BD
2023-01-26T00:00:00Z,05:47:00,Thursday,DONLANDS STATION,5,BD
2023-01-26T00:00:00Z,05:55:00,Thursday,YONGE BD STATION,5,BD
2023-01-26T00:00:00Z,08:17:00,Thursday,YORK MILLS STATION,5,YU
2023-01-26T00:00:00Z,08:44:00,Thursday,BROADVIEW STATION,3,BD
2023-01-26T00:00:00Z,10:47:00,Thursday,QUEEN STATION,6,YU
2023-01-26T00:00:00Z,11:35:00,Thursday,KENNEDY BD STATION,3,BD
2023-01-26T00:00:00Z,11:41:00,Thursday,YORK UNIVERSITY STATIO,18,YU
2023-01-26T00:00:00Z,12:10:00,Thursday,SHEPPARD WEST STATION,3,YU
2023-01-26T00:00:00Z,13:33:00,Thursday,BLOOR STATION,3,YU
2023-01-26T00:00:00Z,14:59:00,Thursday,YONGE BD STATION,8,BD
2023-01-26T00:00:00Z,17:14:00,Thursday,KIPLING STATION,3,BD
2023-01-26T00:00:00Z,17:32:00,Thursday,BAY STATION,5,BD
2023-01-26T00:00:00Z,17:50:00,Thursday,FINCH STATION,5,YU
2023-01-26T00:00:00Z,17:59:00,Thursday,NORTH YORK CTR STATION,5,YU
2023-01-26T00:00:00Z,18:16:00,Thursday,BLOOR STATION,13,YU
2023-01-26T00:00:00Z,18:17:00,Thursday,YONGE BD STATION,12,BD
2023-01-26T00:00:00Z,20:00:00,Thursday,KENNEDY BD STATION,5,BD
2023-01-26T00:00:00Z,20:15:00,Thursday,FINCH STATION,11,YU
2023-01-26T00:00:00Z,20:47:00,Thursday,HIGHWAY 407 STATION,3,YU
2023-01-26T00:00:00Z,20:53:00,Thursday,ST GEORGE YUS STATION,3,YU
2023-01-26T00:00:00Z,21:20:00,Thursday,FINCH STATION,3,YU
2023-01-26T00:00:00Z,21:21:00,Thursday,KIPLING STATION,3,BD
2023-01-26T00:00:00Z,22:47:00,Thursday,LANSDOWNE STATION,4,BD
2023-01-26T00:00:00Z,01:46:00,Thursday,ROSEDALE STATION,5,YU
2023-01-26T00:00:00Z,14:37:00,Thursday,DON MILLS STATION,5,SHP
2023-01-27T00:00:00Z,05:45:00,Friday,WARDEN STATION,3,BD
2023-01-27T00:00:00Z,05:59:00,Friday,CASTLE FRANK STATION,4,BD
2023-01-27T00:00:00Z,06:35:00,Friday,ST GEORGE YUS STATION,12,YU
2023-01-27T00:00:00Z,07:10:00,Friday,FINCH STATION,3,YU
2023-01-27T00:00:00Z,07:17:00,Friday,WILSON STATION,3,YU
2023-01-27T00:00:00Z,07:39:00,Friday,OSSINGTON STATION,4,BD
2023-01-27T00:00:00Z,07:41:00,Friday,NORTH YORK CTR STATION,4,YU
2023-01-27T00:00:00Z,08:07:00,Friday,YORK MILLS STATION,6,YU
2023-01-27T00:00:00Z,09:20:00,Friday,NORTH YORK CTR STATION,5,YU
2023-01-27T00:00:00Z,09:55:00,Friday,BROADVIEW STATION,4,BD
2023-01-27T00:00:00Z,10:44:00,Friday,YONGE BD STATION,5,BD
2023-01-27T00:00:00Z,15:04:00,Friday,KIPLING STATION,3,BD
2023-01-27T00:00:00Z,15:28:00,Friday,SUMMERHILL STATION,10,YU
2023-01-27T00:00:00Z,16:11:00,Friday,SPADINA YUS STATION,3,YU
2023-01-27T00:00:00Z,16:54:00,Friday,ST CLAIR STATION,3,YU
2023-01-27T00:00:00Z,18:05:00,Friday,LAWRENCE STATION,5,YU
2023-01-27T00:00:00Z,18:33:00,Friday,UNION STATION,3,YU
2023-01-27T00:00:00Z,20:58:00,Friday,LAWRENCE STATION,10,YU
2023-01-27T00:00:00Z,00:08:00,Friday,YORK MILLS STATION,7,YU
2023-01-27T00:00:00Z,17:54:00,Friday,DON MILLS STATION,4,SHP
2023-01-28T00:00:00Z,05:47:00,Saturday,KEELE STATION,12,BD
2023-01-28T00:00:00Z,06:48:00,Saturday,COLLEGE STATION,3,YU
2023-01-28T00:00:00Z,08:43:00,Saturday,ST CLAIR WEST STATION,3,YU
2023-01-28T00:00:00Z,08:52:00,Saturday,HIGHWAY 407 STATION,5,YU
2023-01-28T00:00:00Z,09:28:00,Saturday,BLOOR STATION,3,YU
2023-01-28T00:00:00Z,11:51:00,Saturday,GREENWOOD STATION,4,BD
2023-01-28T00:00:00Z,12:08:00,Saturday,GREENWOOD STATION,4,BD
2023-01-28T00:00:00Z,12:32:00,Saturday,SHEPPARD-YONGE STATION,20,YU
2023-01-28T00:00:00Z,13:54:00,Saturday,ST GEORGE YUS STATION,3,YU
2023-01-28T00:00:00Z,14:44:00,Saturday,DUNDAS STATION,6,YU
2023-01-28T00:00:00Z,14:48:00,Saturday,WARDEN STATION,7,BD
2023-01-28T00:00:00Z,15:16:00,Saturday,QUEEN STATION,3,YU
2023-01-28T00:00:00Z,15:43:00,Saturday,SHERBOURNE STATION,3,BD
2023-01-28T00:00:00Z,15:55:00,Saturday,CHRISTIE STATION,4,BD
2023-01-28T00:00:00Z,16:36:00,Saturday,DUNDAS STATION,3,YU
2023-01-28T00:00:00Z,16:44:00,Saturday,OSSINGTON STATION(APPR,4,BD
2023-01-28T00:00:00Z,19:10:00,Saturday,YONGE BD STATION,3,BD
2023-01-28T00:00:00Z,22:19:00,Saturday,DUNDAS STATION,4,YU
2023-01-28T00:00:00Z,00:17:00,Saturday,PAPE STATION,8,BD
2023-01-28T00:00:00Z,00:46:00,Saturday,DUFFERIN STATION,21,BD
2023-01-28T00:00:00Z,01:32:00,Saturday,WILSON STATION,15,YU
2023-01-28T00:00:00Z,01:33:00,Saturday,UNION STATION,4,YU
2023-01-28T00:00:00Z,01:53:00,Saturday,GREENWOOD STATION,7,BD
2023-01-28T00:00:00Z,10:04:00,Saturday,SHEPPARD-YONGE STATION,5,SHP
2023-01-29T00:00:00Z,22:55:00,Sunday,KENNEDY SRT STATION,22,SRT
2023-01-29T00:00:00Z,09:53:00,Sunday,BROADVIEW STATION,5,BD
2023-01-29T00:00:00Z,10:01:00,Sunday,PAPE STATION,4,BD
2023-01-29T00:00:00Z,11:19:00,Sunday,WILSON STATION,3,YU
2023-01-29T00:00:00Z,11:25:00,Sunday,KING STATION,16,YU
2023-01-29T00:00:00Z,11:28:00,Sunday,YORKDALE STATION,6,YU
2023-01-29T00:00:00Z,11:52:00,Sunday,UNION STATION,6,YU
2023-01-29T00:00:00Z,16:09:00,Sunday,ST ANDREW STATION,4,YU
2023-01-29T00:00:00Z,17:06:00,Sunday,COLLEGE STATION,4,YU
2023-01-29T00:00:00Z,17:53:00,Sunday,WILSON STATION,6,YU
2023-01-29T00:00:00Z,19:50:00,Sunday,LAWRENCE STATION,11,YU
2023-01-29T00:00:00Z,20:50:00,Sunday,ST GEORGE BD STATION,5,BD
2023-01-29T00:00:00Z,20:54:00,Sunday,DAVISVILLE STATION,5,YU
2023-01-29T00:00:00Z,22:19:00,Sunday,KENNEDY BD STATION,26,BD
2023-01-29T00:00:00Z,22:22:00,Sunday,DUNDAS STATION,16,YU
2023-01-29T00:00:00Z,23:40:00,Sunday,FINCH STATION,3,YU
2023-01-29T00:00:00Z,23:42:00,Sunday,KENNEDY BD STATION,6,BD
2023-01-29T00:00:00Z,00:06:00,Sunday,FINCH WEST STATION,9,YU
2023-01-29T00:00:00Z,01:28:00,Sunday,DUFFERIN STATION,6,BD
2023-01-29T00:00:00Z,01:45:00,Sunday,VAUGHAN MC STATION,42,YU
2023-01-29T00:00:00Z,00:07:00,Sunday,DON MILLS STATION,3,SHP
2023-01-30T00:00:00Z,13:33:00,Monday,KENNEDY SRT STATION,20,SRT
2023-01-30T00:00:00Z,16:18:00,Monday,KENNEDY SRT STATION,7,SRT
2023-01-30T00:00:00Z,06:39:00,Monday,HIGHWAY 407 STATION,5,YU
2023-01-30T00:00:00Z,17:47:00,Monday,MCCOWAN STATION,5,SRT
2023-01-30T00:00:00Z,07:37:00,Monday,YORK MILLS STATION,4,YU
2023-01-30T00:00:00Z,08:29:00,Monday,FINCH STATION,3,YU
2023-01-30T00:00:00Z,08:52:00,Monday,FINCH STATION,3,YU
2023-01-30T00:00:00Z,10:35:00,Monday,KING STATION,3,YU
